height,weight,label 
200,84,normal
122,106,fat
187,56,thin
176,54,thin
154,99,fat
189,80,normal
135,48,fat
184,74,normal
128,39,normal
125,57,fat
182,38,thin
122,46,fat
141,99,fat
154,61,fat
155,52,normal
142,54,fat
159,60,normal
138,40,normal
185,47,thin
154,99,fat
182,69,normal
148,76,fat
124,51,fat
150,72,fat
126,59,fat
155,76,fat
175,123,fat
195,78,normal
152,90,fat
186,82,normal
161,64,normal
191,68,normal
134,103,fat
167,36,thin
170,91,fat
136,91,fat
185,83,normal
140,59,fat
145,104,fat
149,108,fat
157,43,thin
144,48,normal
165,52,normal
199,101,fat
166,68,normal
160,115,fat
165,130,fat
156,117,fat
145,54,fat
197,90,normal
160,35,thin
129,106,fat
127,121,fat
140,56,fat
162,91,fat
193,83,normal
192,87,normal
122,60,fat
131,75,fat
137,123,fat
190,114,fat
147,115,fat
139,103,fat
173,114,fat
132,50,fat
182,85,fat
171,49,thin
170,46,thin
157,101,fat
181,82,fat
141,78,fat
180,114,fat
141,63,fat
121,37,fat
196,40,thin
164,72,fat
143,63,fat
188,102,fat
125,93,fat
168,90,fat
157,112,fat
132,90,fat
152,59,fat
173,38,thin
173,48,thin
178,86,fat
154,60,fat
127,121,fat
165,109,fat
190,96,fat
173,52,thin
153,91,fat
142,74,fat
135,110,fat
179,86,fat
178,129,fat
125,115,fat
196,125,fat
181,84,fat
147,102,fat
156,67,fat
126,117,fat
125,89,fat
198,76,normal
192,112,fat
137,41,normal
143,121,fat
134,111,fat
188,94,fat
134,56,fat
160,57,normal
166,91,fat
179,121,fat
133,121,fat
181,71,normal
193,98,fat
136,94,fat
133,121,fat
129,113,fat
158,77,fat
177,124,fat
160,77,fat
141,107,fat
182,122,fat
182,59,thin
124,52,fat
196,82,normal
186,70,normal
147,119,fat
129,71,fat
134,109,fat
171,119,fat
138,57,fat
121,105,fat
169,84,fat
150,77,fat
139,76,fat
142,51,fat
189,124,fat
165,59,normal
196,89,normal
145,130,fat
200,110,fat
141,86,fat
132,65,fat
134,128,fat
188,78,normal
154,122,fat
150,124,fat
121,106,fat
173,103,fat
199,96,normal
168,45,thin
154,113,fat
141,84,fat
194,58,thin
156,103,fat
195,72,normal
194,93,normal
153,70,fat
198,121,fat
140,54,fat
170,41,thin
190,110,fat
193,37,thin
152,84,fat
127,118,fat
123,49,fat
150,48,normal
164,57,normal
146,57,fat
167,35,thin
141,48,normal
178,72,normal
169,63,normal
175,69,normal
146,96,fat
140,87,fat
135,74,fat
144,100,fat
147,42,normal
141,84,fat
150,37,thin
199,73,thin
143,56,fat
167,59,normal
185,106,fat
179,71,normal
170,45,thin
130,119,fat
183,45,thin
157,50,normal
164,100,fat
194,85,normal
131,96,fat
129,125,fat
200,70,thin
196,39,thin
179,63,normal
133,86,fat
160,129,fat
152,44,normal
200,81,normal
164,35,thin
153,100,fat
138,44,normal
170,116,fat
127,127,fat
188,60,thin
138,49,fat
146,81,fat
133,118,fat
130,61,fat
160,110,fat
189,119,fat
122,121,fat
172,74,fat
155,35,thin
186,53,thin
137,99,fat
124,130,fat
162,100,fat
126,84,fat
158,42,thin
120,55,fat
199,130,fat
155,109,fat
199,70,thin
123,88,fat
200,55,thin
154,120,fat
132,109,fat
124,126,fat
191,129,fat
135,66,fat
143,79,fat
130,127,fat
139,78,fat
165,99,fat
170,111,fat
143,59,fat
150,112,fat
168,48,thin
154,62,fat
154,70,fat
184,123,fat
155,45,normal
121,125,fat
172,118,fat
124,110,fat
153,58,normal
143,40,normal
192,116,fat
165,89,fat
165,99,fat
143,66,fat
169,38,thin
186,62,thin
146,50,normal
139,40,normal
182,44,thin
191,37,thin
183,123,fat
166,110,fat
157,69,fat
127,53,fat
157,61,normal
132,43,normal
165,106,fat
193,57,thin
154,54,normal
120,83,fat
176,101,fat
139,97,fat
188,121,fat
166,53,normal
162,87,fat
158,86,fat
193,105,fat
137,130,fat
169,129,fat
128,79,fat
152,124,fat
162,37,thin
166,62,normal
188,45,thin
123,62,fat
136,102,fat
124,70,fat
166,107,fat
199,107,fat
128,70,fat
131,96,fat
169,91,fat
151,59,fat
198,123,fat
148,37,thin
159,100,fat
178,69,normal
126,99,fat
129,100,fat
192,78,normal
171,55,normal
188,90,fat
180,129,fat
146,50,normal
180,88,fat
134,102,fat
141,65,fat
177,119,fat
148,51,normal
139,49,fat
164,72,fat
121,90,fat
142,41,normal
194,102,fat
122,67,fat
177,89,fat
151,96,fat
195,38,thin
179,129,fat
156,85,fat
120,70,fat
168,88,fat
167,93,fat
137,107,fat
182,93,fat
172,111,fat
186,42,thin
176,49,thin
151,120,fat
194,57,thin
200,65,thin
172,78,fat
175,92,fat
165,124,fat
190,73,normal
200,81,normal
179,76,normal
170,67,normal
123,57,fat
194,87,normal
146,112,fat
146,63,fat
139,110,fat
183,85,fat
162,128,fat
178,121,fat
156,65,fat
195,61,thin
169,94,fat
194,50,thin
188,70,normal
151,78,fat
120,116,fat
173,57,normal
172,65,normal
126,48,fat
197,61,thin
164,125,fat
197,130,fat
168,97,fat
167,69,normal
198,69,thin
174,96,fat
180,53,thin
150,76,fat
140,128,fat
120,55,fat
157,112,fat
168,120,fat
185,60,thin
182,74,normal
194,103,fat
178,90,fat
143,126,fat
191,108,fat
190,69,normal
162,58,normal
178,118,fat
121,63,fat
152,45,normal
157,112,fat
182,88,fat
199,95,normal
199,62,thin
143,86,fat
171,85,fat
174,99,fat
165,118,fat
137,118,fat
139,43,normal
192,51,thin
170,38,thin
140,77,fat
196,85,normal
125,100,fat
130,72,fat
172,112,fat
146,118,fat
193,54,thin
172,107,fat
165,97,fat
199,103,fat
133,119,fat
169,87,fat
150,90,fat
170,87,fat
156,105,fat
159,118,fat
163,77,fat
123,114,fat
144,112,fat
180,70,normal
183,128,fat
155,128,fat
137,46,normal
129,52,fat
145,64,fat
158,115,fat
126,73,fat
144,127,fat
137,108,fat
167,78,fat
169,118,fat
121,57,fat
157,109,fat
176,51,thin
140,110,fat
143,57,fat
171,89,fat
160,43,thin
187,68,normal
189,98,fat
200,116,fat
179,79,normal
186,117,fat
138,123,fat
200,79,normal
168,124,fat
160,45,thin
158,63,fat
131,115,fat
200,113,fat
123,75,fat
140,78,fat
129,75,fat
150,71,fat
177,87,fat
126,108,fat
197,54,thin
166,97,fat
136,37,normal
132,91,fat
168,95,fat
159,118,fat
163,106,fat
166,69,fat
162,91,fat
158,95,fat
163,119,fat
174,110,fat
132,100,fat
122,37,normal
157,66,fat
126,85,fat
125,113,fat
134,127,fat
128,78,fat
163,77,fat
135,86,fat
198,72,thin
127,113,fat
182,121,fat
192,106,fat
123,35,normal
134,65,fat
190,71,normal
125,75,fat
140,83,fat
121,98,fat
126,88,fat
130,130,fat
192,113,fat
182,94,fat
136,119,fat
165,69,fat
179,37,thin
122,76,fat
178,60,normal
127,44,fat
175,37,thin
157,121,fat
143,130,fat
133,85,fat
138,94,fat
141,40,normal
158,70,fat
182,76,normal
131,45,fat
139,86,fat
147,65,fat
123,41,fat
183,98,fat
162,101,fat
126,123,fat
186,100,fat
134,53,fat
189,104,fat
191,100,fat
156,122,fat
123,102,fat
193,101,fat
179,56,thin
142,62,fat
146,124,fat
148,64,fat
122,97,fat
172,66,normal
148,109,fat
131,84,fat
126,112,fat
128,38,normal
133,85,fat
178,68,normal
146,111,fat
155,123,fat
175,48,thin
166,81,fat
155,103,fat
162,40,thin
175,62,normal
123,101,fat
172,85,fat
127,127,fat
153,48,normal
143,111,fat
174,93,fat
127,35,normal
140,69,fat
165,118,fat
153,126,fat
172,47,thin
153,103,fat
144,129,fat
160,42,thin
156,58,normal
143,38,normal
182,41,thin
159,93,fat
176,124,fat
130,78,fat
180,117,fat
144,103,fat
180,62,normal
156,38,thin
198,37,thin
129,128,fat
136,72,fat
162,60,normal
191,79,normal
145,51,normal
167,42,thin
149,101,fat
180,127,fat
184,86,fat
184,65,normal
130,122,fat
177,53,thin
127,105,fat
127,104,fat
184,58,thin
182,63,normal
128,63,fat
181,112,fat
155,114,fat
169,116,fat
189,55,thin
170,120,fat
189,99,fat
194,48,thin
127,53,fat
161,91,fat
189,55,thin
193,45,thin
173,76,fat
184,44,thin
179,77,normal
173,67,normal
152,109,fat
190,124,fat
182,104,fat
171,104,fat
170,51,thin
189,61,thin
121,102,fat
156,67,fat
135,75,fat
161,115,fat
167,124,fat
151,55,normal
126,126,fat
171,62,normal
133,82,fat
172,65,normal
131,62,fat
163,122,fat
124,84,fat
129,126,fat
136,67,fat
120,72,fat
194,70,normal
121,121,fat
139,113,fat
198,114,fat
130,35,normal
173,69,normal
124,56,fat
152,81,fat
181,130,fat
125,50,fat
163,92,fat
189,105,fat
140,69,fat
167,63,normal
152,91,fat
128,63,fat
148,74,fat
143,68,fat
129,50,fat
126,48,fat
157,107,fat
143,60,fat
157,46,normal
129,45,fat
155,84,fat
180,79,normal
181,47,thin
147,92,fat
143,106,fat
152,44,normal
129,68,fat
160,71,fat
153,69,fat
131,36,normal
130,35,normal
144,70,fat
185,82,normal
189,88,normal
129,60,fat
146,99,fat
164,88,fat
185,76,normal
177,42,thin
154,75,fat
178,70,normal
144,102,fat
189,57,thin
149,83,fat
198,52,thin
185,44,thin
154,90,fat
194,83,normal
125,88,fat
147,51,normal
120,56,fat
120,124,fat
172,59,normal
145,67,fat
150,36,thin
158,40,thin
168,114,fat
159,128,fat
125,38,normal
192,126,fat
126,76,fat
151,41,thin
153,53,normal
178,86,fat
128,108,fat
147,96,fat
197,75,normal
151,97,fat
177,45,thin
157,88,fat
137,98,fat
127,49,fat
200,71,thin
167,86,fat
126,121,fat
179,90,fat
162,70,fat
165,37,thin
189,88,normal
176,56,thin
198,37,thin
197,83,normal
198,35,thin
162,129,fat
181,103,fat
149,125,fat
149,103,fat
180,51,thin
126,75,fat
152,54,normal
164,85,fat
133,104,fat
188,60,thin
161,107,fat
153,73,fat
193,63,thin
131,79,fat
197,118,fat
146,45,normal
170,117,fat
142,107,fat
190,68,normal
146,110,fat
182,47,thin
166,114,fat
178,65,normal
131,121,fat
156,41,thin
158,70,fat
166,75,fat
136,122,fat
188,46,thin
147,78,fat
128,40,normal
134,40,normal
138,49,fat
193,58,thin
165,115,fat
164,39,thin
135,71,fat
121,72,fat
195,122,fat
146,108,fat
191,86,normal
140,55,fat
173,86,fat
186,49,thin
159,60,normal
164,53,normal
191,113,fat
159,95,fat
153,35,thin
175,70,normal
200,110,fat
141,88,fat
150,119,fat
190,130,fat
157,53,normal
122,87,fat
124,82,fat
171,127,fat
134,53,fat
122,127,fat
128,90,fat
150,37,thin
183,116,fat
131,78,fat
160,76,fat
139,47,normal
184,128,fat
147,57,fat
131,82,fat
167,113,fat
141,36,thin
146,77,fat
125,121,fat
121,80,fat
125,119,fat
156,109,fat
186,119,fat
159,127,fat
178,106,fat
148,37,thin
121,96,fat
151,61,fat
177,81,fat
153,103,fat
196,74,normal
194,105,fat
123,38,fat
163,112,fat
151,97,fat
183,82,normal
138,119,fat
174,98,fat
135,101,fat
169,76,fat
127,65,fat
184,77,normal
186,123,fat
162,47,thin
140,118,fat
161,86,fat
169,99,fat
180,55,thin
185,96,fat
145,113,fat
132,97,fat
154,115,fat
148,61,fat
200,105,fat
184,56,thin
159,109,fat
142,100,fat
151,120,fat
144,75,fat
172,41,thin
171,75,fat
172,72,normal
141,68,fat
133,93,fat
184,41,thin
167,127,fat
168,118,fat
159,46,thin
127,35,normal
152,64,fat
132,89,fat
176,67,normal
129,85,fat
170,98,fat
162,84,fat
160,99,fat
120,81,fat
151,64,fat
156,105,fat
141,113,fat
128,115,fat
175,63,normal
147,112,fat
177,74,normal
151,41,thin
195,95,normal
138,44,normal
184,70,normal
133,54,fat
169,128,fat
159,58,normal
157,47,normal
185,71,normal
154,88,fat
175,117,fat
134,47,fat
181,66,normal
150,60,fat
170,75,fat
124,62,fat
198,70,thin
158,86,fat
181,47,thin
196,114,fat
132,47,fat
164,54,normal
192,70,normal
173,64,normal
184,112,fat
147,79,fat
191,93,fat
151,43,normal
171,79,fat
190,91,fat
124,61,fat
199,81,normal
200,111,fat
195,97,fat
144,111,fat
143,46,normal
134,55,fat
134,94,fat
147,120,fat
124,61,fat
153,121,fat
141,77,fat
126,67,fat
126,123,fat
162,84,fat
192,35,thin
182,75,normal
188,42,thin
169,39,thin
142,126,fat
179,51,thin
170,71,normal
166,37,thin
162,48,thin
199,44,thin
153,48,normal
174,129,fat
195,37,thin
151,108,fat
160,112,fat
144,121,fat
170,119,fat
185,103,fat
146,97,fat
190,51,thin
150,102,fat
144,129,fat
127,64,fat
173,109,fat
125,83,fat
196,87,normal
137,107,fat
167,35,thin
193,114,fat
163,101,fat
151,68,fat
183,82,normal
185,103,fat
196,94,normal
161,79,fat
167,107,fat
179,96,fat
178,81,fat
200,59,thin
151,119,fat
186,77,normal
151,52,normal
132,117,fat
169,45,thin
151,128,fat
168,113,fat
171,125,fat
145,85,fat
126,126,fat
191,117,fat
132,89,fat
164,119,fat
127,124,fat
176,53,thin
165,113,fat
153,97,fat
123,101,fat
159,130,fat
196,58,thin
199,105,fat
173,115,fat
184,126,fat
132,94,fat
131,109,fat
147,44,normal
144,45,normal
125,99,fat
197,84,normal
192,100,fat
197,56,thin
150,59,fat
161,101,fat
167,82,fat
167,76,fat
156,66,fat
122,128,fat
181,123,fat
177,60,normal
199,105,fat
136,44,normal
171,117,fat
167,114,fat
145,126,fat
153,94,fat
183,129,fat
146,130,fat
165,53,normal
182,58,thin
196,108,fat
194,102,fat
159,126,fat
132,68,fat
184,89,fat
200,97,normal
172,82,fat
197,127,fat
158,79,fat
145,45,normal
154,97,fat
176,118,fat
199,47,thin
191,107,fat
190,90,normal
144,85,fat
169,128,fat
139,100,fat
177,124,fat
175,88,fat
185,83,normal
121,50,fat
177,37,thin
188,89,fat
122,82,fat
178,124,fat
197,116,fat
151,83,fat
172,127,fat
130,64,fat
139,118,fat
153,46,normal
185,88,fat
155,103,fat
123,48,fat
172,43,thin
177,129,fat
164,73,fat
154,56,normal
156,72,fat
188,98,fat
152,107,fat
178,59,normal
175,82,fat
172,104,fat
160,119,fat
120,49,fat
167,80,fat
148,102,fat
153,110,fat
164,68,fat
121,55,fat
168,36,thin
164,76,fat
129,55,fat
169,130,fat
196,37,thin
172,91,fat
175,48,thin
139,99,fat
171,122,fat
151,37,thin
195,74,normal
140,70,fat
174,77,fat
140,75,fat
129,117,fat
162,92,fat
156,69,fat
143,52,fat
144,62,fat
166,104,fat
166,61,normal
120,41,fat
170,128,fat
178,36,thin
149,116,fat
177,116,fat
131,84,fat
122,62,fat
125,99,fat
121,117,fat
193,67,thin
174,55,thin
176,91,fat
151,64,fat
134,42,normal
151,43,normal
131,113,fat
138,97,fat
139,107,fat
148,62,fat
147,36,thin
136,120,fat
169,113,fat
130,56,fat
189,71,normal
134,59,fat
123,100,fat
186,65,normal
146,120,fat
137,69,fat
171,125,fat
190,106,fat
195,130,fat
162,46,thin
120,105,fat
185,48,thin
157,50,normal
182,94,fat
178,122,fat
193,129,fat
163,85,fat
155,109,fat
164,50,normal
175,120,fat
152,69,fat
191,35,thin
196,90,normal
152,43,normal
169,115,fat
163,93,fat
169,39,thin
131,47,fat
142,42,normal
133,47,fat
139,51,fat
154,85,fat
130,53,fat
122,54,fat
193,87,normal
122,88,fat
123,118,fat
169,101,fat
167,41,thin
132,47,fat
145,51,normal
139,107,fat
188,122,fat
137,105,fat
194,122,fat
162,35,thin
128,68,fat
195,128,fat
164,69,fat
133,108,fat
152,39,thin
150,123,fat
192,45,thin
157,87,fat
190,60,thin
168,59,normal
199,58,thin
162,94,fat
188,83,normal
183,95,fat
180,106,fat
187,126,fat
143,118,fat
158,54,normal
171,85,fat
183,81,normal
162,35,thin
194,130,fat
161,83,fat
122,126,fat
200,95,normal
190,87,normal
172,62,normal
187,57,thin
127,113,fat
159,60,normal
191,125,fat
130,76,fat
161,86,fat
144,129,fat
165,122,fat
187,96,fat
141,103,fat
151,109,fat
179,124,fat
185,100,fat
155,69,fat
182,84,fat
133,124,fat
139,52,fat
148,70,fat
142,37,thin
189,46,thin
148,108,fat
132,114,fat
140,81,fat
131,37,normal
151,80,fat
163,107,fat
163,114,fat
128,41,fat
179,110,fat
133,110,fat
141,82,fat
173,96,fat
193,41,thin
197,44,thin
138,97,fat
139,56,fat
172,87,fat
195,96,fat
125,43,fat
193,101,fat
169,79,fat
141,100,fat
134,107,fat
158,35,thin
170,50,thin
199,101,fat
156,46,normal
151,128,fat
143,71,fat
173,65,normal
193,123,fat
174,59,normal
166,93,fat
158,65,fat
135,100,fat
149,52,normal
188,61,thin
128,80,fat
174,75,normal
185,51,thin
198,66,thin
159,43,thin
164,35,thin
124,95,fat
137,43,normal
129,62,fat
171,83,fat
122,73,fat
129,85,fat
131,99,fat
151,81,fat
187,65,normal
148,54,normal
152,91,fat
122,94,fat
164,71,fat
139,105,fat
147,75,fat
130,108,fat
153,56,normal
181,82,fat
151,60,fat
136,88,fat
151,89,fat
133,87,fat
125,109,fat
148,39,thin
135,59,fat
180,111,fat
120,101,fat
129,44,fat
178,53,thin
166,103,fat
121,104,fat
198,99,fat
170,63,normal
166,127,fat
132,102,fat
165,104,fat
165,128,fat
142,72,fat
152,130,fat
198,125,fat
162,94,fat
196,123,fat
198,93,normal
153,60,fat
168,92,fat
128,97,fat
171,102,fat
128,81,fat
167,43,thin
174,119,fat
175,104,fat
156,73,fat
120,58,fat
173,50,thin
199,126,fat
179,111,fat
199,104,fat
194,55,thin
144,112,fat
152,129,fat
184,100,fat
131,59,fat
158,112,fat
180,97,fat
173,101,fat
180,101,fat
139,126,fat
161,103,fat
137,40,normal
181,103,fat
200,103,fat
135,128,fat
124,126,fat
125,57,fat
158,90,fat
193,116,fat
185,103,fat
194,88,normal
128,98,fat
121,65,fat
182,43,thin
178,117,fat
127,119,fat
144,113,fat
157,93,fat
148,117,fat
141,93,fat
195,78,normal
179,71,normal
136,91,fat
184,94,fat
170,49,thin
187,89,fat
147,73,fat
149,83,fat
165,108,fat
187,81,normal
144,123,fat
137,75,fat
165,113,fat
170,113,fat
159,54,normal
128,52,fat
182,117,fat
194,72,normal
122,72,fat
185,115,fat
134,94,fat
149,42,normal
189,67,normal
180,53,thin
183,62,normal
170,90,fat
127,80,fat
183,61,thin
188,37,thin
135,107,fat
200,60,thin
191,93,fat
127,114,fat
131,48,fat
179,104,fat
120,68,fat
189,54,thin
169,85,fat
154,102,fat
156,130,fat
129,87,fat
179,102,fat
133,83,fat
190,97,fat
167,36,thin
151,44,normal
130,107,fat
128,82,fat
166,99,fat
128,48,fat
174,56,thin
178,47,thin
149,74,fat
130,93,fat
125,50,fat
143,89,fat
133,63,fat
187,101,fat
143,55,fat
122,73,fat
123,115,fat
169,40,thin
141,114,fat
143,115,fat
182,69,normal
178,116,fat
156,116,fat
130,77,fat
147,116,fat
134,48,fat
125,46,fat
131,115,fat
139,37,normal
199,55,thin
148,68,fat
145,79,fat
179,41,thin
141,47,normal
173,42,thin
179,45,thin
179,106,fat
184,98,fat
193,42,thin
157,69,fat
136,83,fat
187,100,fat
154,102,fat
120,48,fat
165,62,normal
153,78,fat
188,87,normal
153,73,fat
154,97,fat
121,71,fat
149,121,fat
198,90,normal
120,44,fat
190,82,normal
141,106,fat
148,110,fat
196,102,fat
175,111,fat
199,36,thin
183,76,normal
138,111,fat
172,48,thin
131,70,fat
137,86,fat
172,54,thin
136,70,fat
156,116,fat
152,59,fat
179,44,thin
194,90,normal
200,68,thin
122,122,fat
135,105,fat
179,85,fat
188,122,fat
197,39,thin
196,106,fat
151,38,thin
147,47,normal
170,37,thin
192,68,thin
135,105,fat
196,75,normal
140,98,fat
184,127,fat
169,101,fat
182,97,fat
131,42,normal
121,108,fat
173,78,fat
169,41,thin
139,115,fat
174,40,thin
123,65,fat
183,122,fat
199,55,thin
135,92,fat
171,125,fat
163,69,fat
200,51,thin
123,112,fat
124,39,fat
170,104,fat
177,59,normal
120,67,fat
133,84,fat
134,50,fat
194,123,fat
186,70,normal
130,35,normal
196,92,normal
151,53,normal
172,129,fat
186,69,normal
200,103,fat
176,122,fat
200,64,thin
139,101,fat
182,106,fat
173,46,thin
155,86,fat
164,127,fat
122,76,fat
123,109,fat
160,130,fat
195,94,normal
148,119,fat
144,56,fat
196,106,fat
122,81,fat
198,92,normal
191,53,thin
157,114,fat
165,85,fat
197,46,thin
138,112,fat
124,85,fat
168,79,fat
187,61,thin
172,69,normal
183,41,thin
186,77,normal
155,98,fat
149,79,fat
153,90,fat
144,119,fat
197,56,thin
130,53,fat
158,89,fat
170,49,thin
136,53,fat
130,104,fat
180,96,fat
146,51,normal
143,68,fat
147,59,fat
120,35,normal
141,54,fat
135,116,fat
124,63,fat
148,39,thin
174,97,fat
168,53,normal
179,50,thin
162,47,thin
133,65,fat
189,105,fat
163,41,thin
165,39,thin
165,73,fat
160,94,fat
126,76,fat
149,36,thin
137,37,normal
188,62,thin
190,81,normal
140,50,fat
183,49,thin
149,100,fat
186,87,fat
184,96,fat
188,63,thin
184,66,normal
121,84,fat
192,94,fat
134,93,fat
127,69,fat
162,51,normal
160,95,fat
145,58,fat
186,55,thin
150,118,fat
190,45,thin
144,128,fat
134,58,fat
141,92,fat
144,85,fat
151,51,normal
174,100,fat
160,108,fat
174,57,normal
123,122,fat
148,61,fat
155,116,fat
184,65,normal
154,120,fat
170,63,normal
150,68,fat
130,101,fat
181,45,thin
192,127,fat
128,78,fat
158,122,fat
146,35,thin
172,65,normal
152,96,fat
124,80,fat
155,37,thin
162,121,fat
134,82,fat
197,90,normal
152,69,fat
188,106,fat
120,61,fat
182,61,thin
176,74,normal
156,48,normal
159,121,fat
200,54,thin
149,78,fat
182,87,fat
196,82,normal
130,51,fat
196,76,normal
129,82,fat
158,84,fat
145,55,fat
191,126,fat
141,93,fat
154,116,fat
146,36,thin
124,113,fat
124,115,fat
166,42,thin
195,67,thin
194,50,thin
168,124,fat
162,52,normal
169,103,fat
120,75,fat
141,118,fat
124,53,fat
182,108,fat
120,113,fat
132,49,fat
123,90,fat
129,49,fat
132,95,fat
176,105,fat
123,102,fat
169,84,fat
138,110,fat
184,111,fat
198,67,thin
136,80,fat
190,42,thin
163,126,fat
198,121,fat
156,49,normal
144,74,fat
184,112,fat
183,83,normal
157,85,fat
120,130,fat
167,111,fat
169,90,fat
120,101,fat
184,62,thin
123,64,fat
168,35,thin
190,124,fat
197,66,thin
189,70,normal
184,124,fat
130,67,fat
187,97,fat
196,112,fat
182,101,fat
121,60,fat
167,96,fat
188,100,fat
155,77,fat
133,37,normal
158,72,fat
185,115,fat
136,56,fat
178,40,thin
161,112,fat
187,65,normal
152,84,fat
133,117,fat
120,40,fat
140,80,fat
127,83,fat
129,127,fat
175,123,fat
128,123,fat
121,79,fat
153,42,thin
142,41,normal
136,86,fat
159,49,normal
151,127,fat
162,88,fat
181,57,thin
128,70,fat
133,130,fat
168,90,fat
188,41,thin
183,49,thin
189,40,thin
148,62,fat
162,83,fat
150,53,normal
143,45,normal
129,123,fat
147,72,fat
143,108,fat
176,91,fat
127,53,fat
176,42,thin
185,85,normal
175,46,thin
151,93,fat
149,95,fat
125,69,fat
146,89,fat
157,59,normal
134,108,fat
151,112,fat
181,36,thin
184,126,fat
180,35,thin
157,47,normal
128,49,fat
182,88,fat
137,108,fat
150,73,fat
132,83,fat
198,81,normal
163,73,fat
149,127,fat
187,120,fat
178,86,fat
187,114,fat
146,54,fat
197,129,fat
148,99,fat
183,84,fat
170,115,fat
170,124,fat
166,44,thin
176,90,fat
142,99,fat
188,92,fat
132,115,fat
142,38,normal
193,83,normal
154,118,fat
140,104,fat
137,112,fat
151,117,fat
159,110,fat
134,41,normal
130,38,normal
198,68,thin
162,57,normal
173,61,normal
199,67,thin
150,70,fat
188,124,fat
140,56,fat
197,82,normal
121,92,fat
120,58,fat
185,88,fat
186,114,fat
158,36,thin
131,92,fat
194,76,normal
124,71,fat
200,54,thin
166,83,fat
154,45,normal
147,53,normal
194,44,thin
130,75,fat
197,98,fat
138,103,fat
145,79,fat
122,82,fat
157,114,fat
200,76,normal
194,58,thin
183,106,fat
120,118,fat
180,84,fat
173,67,normal
130,82,fat
126,129,fat
127,116,fat
148,35,thin
140,69,fat
173,71,normal
130,52,fat
191,118,fat
155,83,fat
131,65,fat
138,81,fat
157,76,fat
199,84,normal
136,124,fat
121,91,fat
141,60,fat
180,47,thin
173,65,normal
125,106,fat
147,77,fat
134,115,fat
121,92,fat
125,47,fat
182,69,normal
195,71,normal
128,95,fat
164,114,fat
157,83,fat
187,91,fat
127,129,fat
191,112,fat
164,70,fat
190,75,normal
199,51,thin
161,87,fat
135,98,fat
180,122,fat
158,73,fat
123,122,fat
150,40,thin
198,42,thin
139,42,normal
191,111,fat
197,91,normal
189,109,fat
185,50,thin
163,114,fat
181,127,fat
191,93,fat
167,57,normal
185,104,fat
168,62,normal
122,81,fat
145,115,fat
174,45,thin
142,45,normal
175,126,fat
140,109,fat
168,40,thin
130,114,fat
175,83,fat
121,68,fat
135,127,fat
184,101,fat
195,79,normal
173,94,fat
178,36,thin
148,68,fat
135,63,fat
157,55,normal
159,72,fat
157,65,fat
143,116,fat
146,70,fat
143,86,fat
187,39,thin
139,63,fat
122,46,fat
166,60,normal
183,81,normal
161,116,fat
168,108,fat
185,46,thin
125,99,fat
122,41,fat
129,63,fat
157,74,fat
186,37,thin
181,120,fat
127,79,fat
145,119,fat
177,109,fat
166,120,fat
181,116,fat
186,76,normal
174,79,fat
127,43,fat
165,124,fat
175,63,normal
199,37,thin
179,127,fat
186,42,thin
173,117,fat
156,98,fat
137,81,fat
129,48,fat
194,94,normal
186,67,normal
126,73,fat
149,95,fat
122,116,fat
121,130,fat
196,110,fat
163,126,fat
171,67,normal
187,62,thin
184,63,normal
170,101,fat
181,57,thin
196,68,thin
175,49,thin
156,122,fat
169,73,fat
122,115,fat
120,46,fat
133,96,fat
120,71,fat
151,82,fat
139,118,fat
172,61,normal
142,114,fat
178,123,fat
157,120,fat
155,90,fat
151,72,fat
129,38,normal
120,48,fat
142,129,fat
156,97,fat
179,128,fat
167,94,fat
168,130,fat
133,88,fat
132,47,fat
131,130,fat
143,58,fat
188,103,fat
189,61,thin
185,88,fat
188,87,normal
191,74,normal
166,49,thin
186,82,normal
164,87,fat
130,94,fat
175,58,normal
144,108,fat
183,48,thin
170,48,thin
185,93,fat
157,114,fat
141,64,fat
166,127,fat
139,80,fat
173,108,fat
145,106,fat
124,58,fat
122,50,fat
176,107,fat
137,123,fat
139,50,fat
165,41,thin
169,100,fat
184,36,thin
172,122,fat
160,35,thin
153,78,fat
146,115,fat
151,114,fat
122,125,fat
185,64,normal
182,122,fat
185,117,fat
168,105,fat
168,103,fat
126,37,normal
185,42,thin
191,56,thin
151,114,fat
145,47,normal
145,57,fat
192,71,normal
185,78,normal
160,130,fat
127,130,fat
161,124,fat
130,64,fat
161,70,fat
177,89,fat
151,118,fat
160,83,fat
166,57,normal
137,111,fat
187,126,fat
144,129,fat
142,110,fat
159,76,fat
128,58,fat
163,41,thin
169,61,normal
138,127,fat
173,75,fat
174,64,normal
141,130,fat
138,82,fat
191,89,normal
122,111,fat
138,75,fat
190,65,thin
135,49,fat
173,95,fat
199,96,normal
193,98,fat
162,91,fat
165,74,fat
120,85,fat
121,78,fat
185,113,fat
170,82,fat
170,40,thin
138,41,normal
192,35,thin
188,79,normal
137,86,fat
122,110,fat
181,49,thin
178,54,thin
169,64,normal
160,97,fat
200,108,fat
181,127,fat
123,129,fat
168,74,fat
146,60,fat
143,49,normal
193,58,thin
165,125,fat
138,89,fat
124,120,fat
154,85,fat
140,105,fat
133,94,fat
164,43,thin
174,56,thin
175,94,fat
195,36,thin
181,90,fat
164,58,normal
